query_id,query,product_id,esci_label,relevance
Q000002,silver headphones,B0013067,0,0
Q000002,silver headphones,B0002732,0,0
Q000002,silver headphones,B0018732,0,0
Q000002,silver headphones,B0015681,1,1
Q000002,silver headphones,B0000348,0,0
Q000002,silver headphones,B0002848,0,0
Q000002,silver headphones,B0007633,0,0
Q000002,silver headphones,B0010676,0,0
Q000002,silver headphones,B0008807,0,0
Q000002,silver headphones,B0002720,0,0
Q000002,silver headphones,B0014265,0,0
Q000002,silver headphones,B0004515,0,0
Q000002,silver headphones,B0015337,0,0
Q000002,silver headphones,B0006151,1,1
Q000002,silver headphones,B0003654,1,1
Q000002,silver headphones,B0003429,0,0
Q000002,silver headphones,B0008566,0,0
Q000002,silver headphones,B0018113,1,1
Q000002,silver headphones,B0017889,0,0
Q000002,silver headphones,B0000746,0,0
Q000002,silver headphones,B0007391,0,0
Q000002,silver headphones,B0008508,0,0
Q000002,silver headphones,B0001276,0,0
Q000002,silver headphones,B0002206,0,0
Q000002,silver headphones,B0018054,0,0
Q000003,portable storage,B0012232,0,0
Q000003,portable storage,B0005495,0,0
Q000003,portable storage,B0018791,0,0
Q000003,portable storage,B0015744,0,0
Q000003,portable storage,B0019178,0,0
Q000003,portable storage,B0011785,0,0
Q000003,portable storage,B0009865,0,0
Q000003,portable storage,B0011118,0,0
Q000003,portable storage,B0012086,1,1
Q000003,portable storage,B0001684,0,0
Q000003,portable storage,B0015310,0,0
Q000003,portable storage,B0011431,2,1
Q000003,portable storage,B0017742,0,0
Q000003,portable storage,B0017342,0,0
Q000003,portable storage,B0008035,0,0
Q000003,portable storage,B0014449,0,0
Q000003,portable storage,B0012733,0,0
Q000003,portable storage,B0006938,0,0
Q000003,portable storage,B0000295,0,0
Q000003,portable storage,B0018337,0,0
Q000003,portable storage,B0010398,2,1
Q000003,portable storage,B0003128,0,0
Q000003,portable storage,B0001292,0,0
Q000003,portable storage,B0015391,0,0
Q000003,portable storage,B0019560,0,0
Q000003,portable storage,B0016914,0,0
Q000003,portable storage,B0000015,0,0
Q000003,portable storage,B0008330,0,0
Q000003,portable storage,B0006197,0,0
Q000003,portable storage,B0004021,0,0
Q000003,portable storage,B0008983,0,0
Q000003,portable storage,B0011046,0,0
Q000003,portable storage,B0009978,1,1
Q000003,portable storage,B0019254,0,0
Q000003,portable storage,B0009973,0,0
Q000003,portable storage,B0012011,2,1
Q000003,portable storage,B0012251,0,0
Q000003,portable storage,B0001205,0,0
Q000003,portable storage,B0002877,0,0
Q000003,portable storage,B0015125,0,0
Q000004,portable fitness tracker,B0004675,0,0
Q000004,portable fitness tracker,B0012225,0,0
Q000004,portable fitness tracker,B0015111,0,0
Q000004,portable fitness tracker,B0008178,2,1
Q000004,portable fitness tracker,B0017408,0,0
Q000004,portable fitness tracker,B0018374,0,0
Q000004,portable fitness tracker,B0010877,1,1
Q000004,portable fitness tracker,B0019942,0,0
Q000004,portable fitness tracker,B0015326,0,0
Q000004,portable fitness tracker,B0003379,1,1
Q000004,portable fitness tracker,B0005347,0,0
Q000004,portable fitness tracker,B0001448,0,0
Q000004,portable fitness tracker,B0007141,0,0
Q000004,portable fitness tracker,B0014783,0,0
Q000004,portable fitness tracker,B0013927,2,1
Q000004,portable fitness tracker,B0006243,0,0
Q000004,portable fitness tracker,B0013176,0,0
Q000004,portable fitness tracker,B0015099,0,0
Q000004,portable fitness tracker,B0001110,0,0
Q000004,portable fitness tracker,B0008010,0,0
Q000004,portable fitness tracker,B0014612,0,0
Q000004,portable fitness tracker,B0019890,0,0
Q000004,portable fitness tracker,B0013947,0,0
Q000004,portable fitness tracker,B0006802,1,1
Q000004,portable fitness tracker,B0008450,0,0
Q000004,portable fitness tracker,B0014372,0,0
Q000004,portable fitness tracker,B0006211,0,0
Q000004,portable fitness tracker,B0015909,0,0
Q000004,portable fitness tracker,B0015344,2,1
Q000004,portable fitness tracker,B0009176,2,1
Q000004,portable fitness tracker,B0005889,0,0
Q000004,portable fitness tracker,B0019206,0,0
Q000005,ravpower headphones,B0000414,0,0
Q000005,ravpower headphones,B0013518,0,0
Q000005,ravpower headphones,B0014303,0,0
Q000005,ravpower headphones,B0017624,2,1
Q000005,ravpower headphones,B0000683,0,0
Q000005,ravpower headphones,B0013948,0,0
Q000005,ravpower headphones,B0013285,0,0
Q000005,ravpower headphones,B0012339,0,0
Q000005,ravpower headphones,B0017036,0,0
Q000005,ravpower headphones,B0018109,0,0
Q000005,ravpower headphones,B0003496,0,0
Q000005,ravpower headphones,B0019105,0,0
Q000005,ravpower headphones,B0017955,0,0
Q000005,ravpower headphones,B0000804,0,0
Q000005,ravpower headphones,B0017787,2,1
Q000005,ravpower headphones,B0017816,0,0
Q000005,ravpower headphones,B0010036,2,1
Q000005,ravpower headphones,B0010570,0,0
Q000005,ravpower headphones,B0003567,0,0
Q000005,ravpower headphones,B0011772,0,0
Q000005,ravpower headphones,B0011478,0,0
Q000005,ravpower headphones,B0007035,0,0
Q000005,ravpower headphones,B0014604,0,0
Q000005,ravpower headphones,B0008707,0,0
Q000005,ravpower headphones,B0000315,0,0
Q000005,ravpower headphones,B0001159,0,0
Q000005,ravpower headphones,B0014606,0,0
Q000005,ravpower headphones,B0013052,0,0
Q000005,ravpower headphones,B0011819,0,0
Q000005,ravpower headphones,B0018376,0,0
Q000005,ravpower headphones,B0006957,0,0
Q000005,ravpower headphones,B0009342,0,0
Q000005,ravpower headphones,B0003799,0,0
Q000005,ravpower headphones,B0006672,0,0
Q000005,ravpower headphones,B0013418,0,0
Q000005,ravpower headphones,B0007079,0,0
Q000005,ravpower headphones,B0008459,0,0
Q000005,ravpower headphones,B0019049,0,0
Q000005,ravpower headphones,B0003790,0,0
Q000005,ravpower headphones,B0004749,0,0
Q000005,ravpower headphones,B0001500,0,0
Q000006,chair,B0018214,0,0
Q000006,chair,B0015487,0,0
Q000006,chair,B0013556,0,0
Q000006,chair,B0019751,0,0
Q000006,chair,B0008966,0,0
Q000006,chair,B0002814,0,0
Q000006,chair,B0017038,0,0
Q000006,chair,B0005773,0,0
Q000006,chair,B0010446,0,0
Q000006,chair,B0009459,0,0
Q000006,chair,B0003641,0,0
Q000006,chair,B0011365,0,0
Q000006,chair,B0002962,0,0
Q000006,chair,B0011507,0,0
Q000006,chair,B0013009,0,0
Q000006,chair,B0016905,0,0
Q000006,chair,B0002236,0,0
Q000006,chair,B0003500,0,0
Q000006,chair,B0009424,0,0
Q000006,chair,B0005946,0,0
Q000006,chair,B0009883,0,0
Q000006,chair,B0007463,0,0
Q000006,chair,B0017587,0,0
Q000006,chair,B0009464,0,0
Q000006,chair,B0010235,0,0
Q000006,chair,B0016959,0,0
Q000006,chair,B0012280,0,0
Q000006,chair,B0017432,0,0
Q000006,chair,B0017305,0,0
Q000006,chair,B0013895,0,0
Q000006,chair,B0017987,0,0
Q000006,chair,B0013110,0,0
Q000006,chair,B0006664,0,0
Q000006,chair,B0007103,0,0
Q000006,chair,B0001962,0,0
Q000006,chair,B0007409,0,0
Q000006,chair,B0014759,0,0
Q000006,chair,B0005670,0,0
Q000006,chair,B0005183,0,0
Q000006,chair,B0002431,0,0
Q000006,chair,B0017611,0,0
Q000006,chair,B0004100,0,0
Q000006,chair,B0000308,0,0
Q000006,chair,B0008014,0,0
Q000006,chair,B0005134,0,0
Q000006,chair,B0005887,0,0
Q000006,chair,B0006542,0,0
Q000006,chair,B0016087,0,0
Q000007,portable headphones,B0009887,0,0
Q000007,portable headphones,B0004822,0,0
Q000007,portable headphones,B0017773,0,0
Q000007,portable headphones,B0014458,0,0
Q000007,portable headphones,B0014593,0,0
Q000007,portable headphones,B0009518,0,0
Q000007,portable headphones,B0016906,0,0
Q000007,portable headphones,B0017045,0,0
Q000007,portable headphones,B0002276,0,0
Q000007,portable headphones,B0012435,0,0
Q000007,portable headphones,B0006867,0,0
Q000007,portable headphones,B0001766,0,0
Q000007,portable headphones,B0019156,0,0
Q000007,portable headphones,B0000206,0,0
Q000007,portable headphones,B0004773,0,0
Q000007,portable headphones,B0015130,0,0
Q000007,portable headphones,B0007175,0,0
Q000007,portable headphones,B0018801,0,0
Q000007,portable headphones,B0018897,0,0
Q000007,portable headphones,B0010950,0,0
Q000007,portable headphones,B0012167,0,0
Q000007,portable headphones,B0016566,0,0
Q000007,portable headphones,B0011701,0,0
Q000007,portable headphones,B0008813,0,0
Q000007,portable headphones,B0002688,1,1
Q000007,portable headphones,B0004365,0,0
Q000007,portable headphones,B0002362,0,0
Q000007,portable headphones,B0001518,0,0
Q000007,portable headphones,B0003129,0,0
Q000007,portable headphones,B0014126,0,0
Q000007,portable headphones,B0003455,0,0
Q000007,portable headphones,B0013558,0,0
Q000008,ravpower mouse,B0016381,2,1
Q000008,ravpower mouse,B0012751,0,0
Q000008,ravpower mouse,B0008361,0,0
Q000008,ravpower mouse,B0008094,2,1
Q000008,ravpower mouse,B0015547,2,1
Q000008,ravpower mouse,B0007777,0,0
Q000008,ravpower mouse,B0018493,0,0
Q000008,ravpower mouse,B0002382,0,0
Q000008,ravpower mouse,B0016801,0,0
Q000008,ravpower mouse,B0009431,0,0
Q000008,ravpower mouse,B0009361,0,0
Q000008,ravpower mouse,B0010495,0,0
Q000008,ravpower mouse,B0014266,0,0
Q000008,ravpower mouse,B0018349,0,0
Q000008,ravpower mouse,B0018794,0,0
Q000008,ravpower mouse,B0018883,0,0
Q000008,ravpower mouse,B0017288,0,0
Q000008,ravpower mouse,B0017309,0,0
Q000008,ravpower mouse,B0017723,0,0
Q000008,ravpower mouse,B0009436,0,0
Q000008,ravpower mouse,B0014804,0,0
Q000008,ravpower mouse,B0010922,0,0
Q000008,ravpower mouse,B0008731,0,0
Q000008,ravpower mouse,B0008152,0,0
Q000008,ravpower mouse,B0019625,0,0
Q000008,ravpower mouse,B0005029,0,0
Q000008,ravpower mouse,B0004036,0,0
Q000008,ravpower mouse,B0016503,0,0
Q000008,ravpower mouse,B0013934,0,0
Q000008,ravpower mouse,B0000790,0,0
Q000008,ravpower mouse,B0008292,0,0
Q000008,ravpower mouse,B0006345,0,0
Q000008,ravpower mouse,B0005035,0,0
Q000008,ravpower mouse,B0010174,0,0
Q000008,ravpower mouse,B0010842,0,0
Q000008,ravpower mouse,B0017475,0,0
Q000008,ravpower mouse,B0005565,0,0
Q000008,ravpower mouse,B0012957,0,0
Q000008,ravpower mouse,B0016547,0,0
Q000008,ravpower mouse,B0008423,0,0
Q000008,ravpower mouse,B0017400,0,0
Q000008,ravpower mouse,B0000055,0,0
Q000008,ravpower mouse,B0010709,0,0
Q000008,ravpower mouse,B0009205,0,0
Q000008,ravpower mouse,B0007939,2,1
Q000008,ravpower mouse,B0011635,0,0
Q000009,hp mouse,B0010800,0,0
Q000009,hp mouse,B0001823,0,0
Q000009,hp mouse,B0003942,2,1
Q000009,hp mouse,B0003722,0,0
Q000009,hp mouse,B0006576,0,0
Q000009,hp mouse,B0005395,0,0
Q000009,hp mouse,B0015458,0,0
Q000009,hp mouse,B0019465,0,0
Q000009,hp mouse,B0004860,0,0
Q000009,hp mouse,B0017555,0,0
Q000009,hp mouse,B0005931,2,1
Q000009,hp mouse,B0011721,0,0
Q000009,hp mouse,B0002676,0,0
Q000009,hp mouse,B0005795,0,0
Q000009,hp mouse,B0011572,0,0
Q000009,hp mouse,B0002823,0,0
Q000009,hp mouse,B0016006,0,0
Q000009,hp mouse,B0005748,0,0
Q000009,hp mouse,B0017361,0,0
Q000009,hp mouse,B0006553,0,0
Q000009,hp mouse,B0007845,0,0
Q000009,hp mouse,B0011581,0,0
Q000009,hp mouse,B0016256,0,0
Q000009,hp mouse,B0017590,0,0
Q000009,hp mouse,B0008772,0,0
Q000009,hp mouse,B0006008,0,0
Q000009,hp mouse,B0009676,0,0
Q000009,hp mouse,B0017507,0,0
Q000009,hp mouse,B0015286,0,0
Q000009,hp mouse,B0003351,0,0
Q000009,hp mouse,B0011507,0,0
Q000009,hp mouse,B0003253,0,0
Q000010,wireless desk,B0003898,0,0
Q000010,wireless desk,B0016164,2,1
Q000010,wireless desk,B0002484,1,1
Q000010,wireless desk,B0009832,0,0
Q000010,wireless desk,B0018087,0,0
Q000010,wireless desk,B0007202,1,1
Q000010,wireless desk,B0018532,0,0
Q000010,wireless desk,B0015434,0,0
Q000010,wireless desk,B0001351,0,0
Q000010,wireless desk,B0010256,0,0
Q000010,wireless desk,B0005794,0,0
Q000010,wireless desk,B0006993,1,1
Q000010,wireless desk,B0017683,0,0
Q000010,wireless desk,B0000397,0,0
Q000010,wireless desk,B0010438,0,0
Q000010,wireless desk,B0013259,0,0
Q000010,wireless desk,B0006543,0,0
Q000010,wireless desk,B0012708,0,0
Q000010,wireless desk,B0005023,0,0
Q000010,wireless desk,B0013785,0,0
Q000010,wireless desk,B0010642,0,0
Q000010,wireless desk,B0010659,0,0
Q000010,wireless desk,B0010354,0,0
Q000010,wireless desk,B0018501,0,0
Q000010,wireless desk,B0004117,0,0
Q000010,wireless desk,B0007613,0,0
Q000010,wireless desk,B0019289,0,0
Q000010,wireless desk,B0016569,0,0
Q000010,wireless desk,B0003309,0,0
Q000010,wireless desk,B0007918,0,0
Q000010,wireless desk,B0014308,0,0
Q000010,wireless desk,B0010992,0,0
Q000010,wireless desk,B0001548,0,0
Q000010,wireless desk,B0009557,0,0
Q000010,wireless desk,B0017224,0,0
Q000010,wireless desk,B0009633,0,0
Q000010,wireless desk,B0010250,0,0
Q000010,wireless desk,B0017211,0,0
Q000010,wireless desk,B0015682,0,0
Q000010,wireless desk,B0017886,2,1
Q000010,wireless desk,B0018677,0,0
Q000010,wireless desk,B0019597,0,0
Q000010,wireless desk,B0011744,0,0
Q000011,wireless adapter,B0004937,0,0
Q000011,wireless adapter,B0004682,0,0
Q000011,wireless adapter,B0011456,0,0
Q000011,wireless adapter,B0012534,0,0
Q000011,wireless adapter,B0002934,0,0
Q000011,wireless adapter,B0017444,2,1
Q000011,wireless adapter,B0001361,0,0
Q000011,wireless adapter,B0015512,1,1
Q000011,wireless adapter,B0019079,1,1
Q000011,wireless adapter,B0014579,0,0
Q000011,wireless adapter,B0004476,0,0
Q000011,wireless adapter,B0010146,0,0
Q000011,wireless adapter,B0014268,2,1
Q000011,wireless adapter,B0016703,0,0
Q000011,wireless adapter,B0018568,2,1
Q000011,wireless adapter,B0017153,2,1
Q000011,wireless adapter,B0010125,0,0
Q000011,wireless adapter,B0002113,0,0
Q000011,wireless adapter,B0009995,0,0
Q000011,wireless adapter,B0016072,0,0
Q000011,wireless adapter,B0009414,0,0
Q000011,wireless adapter,B0014425,0,0
Q000011,wireless adapter,B0006081,0,0
Q000011,wireless adapter,B0013142,1,1
Q000011,wireless adapter,B0019056,0,0
Q000011,wireless adapter,B0001182,1,1
Q000011,wireless adapter,B0017484,0,0
Q000011,wireless adapter,B0004179,2,1
Q000011,wireless adapter,B0005935,0,0
Q000011,wireless adapter,B0001454,0,0
Q000011,wireless adapter,B0003461,0,0
Q000011,wireless adapter,B0006186,0,0
Q000011,wireless adapter,B0014473,0,0
Q000011,wireless adapter,B0001891,0,0
Q000011,wireless adapter,B0005304,0,0
Q000011,wireless adapter,B0019574,0,0
Q000011,wireless adapter,B0015689,0,0
Q000011,wireless adapter,B0014770,0,0
Q000011,wireless adapter,B0017724,0,0
Q000011,wireless adapter,B0010620,0,0
Q000012,blue keyboard,B0003740,1,1
Q000012,blue keyboard,B0001999,0,0
Q000012,blue keyboard,B0005706,1,1
Q000012,blue keyboard,B0013993,0,0
Q000012,blue keyboard,B0010925,2,1
Q000012,blue keyboard,B0014612,0,0
Q000012,blue keyboard,B0004941,0,0
Q000012,blue keyboard,B0001068,0,0
Q000012,blue keyboard,B0009371,0,0
Q000012,blue keyboard,B0017149,0,0
Q000012,blue keyboard,B0005380,0,0
Q000012,blue keyboard,B0004217,0,0
Q000012,blue keyboard,B0017744,0,0
Q000012,blue keyboard,B0016336,0,0
Q000012,blue keyboard,B0019022,0,0
Q000012,blue keyboard,B0000649,0,0
Q000012,blue keyboard,B0006521,0,0
Q000012,blue keyboard,B0015754,0,0
Q000012,blue keyboard,B0015111,0,0
Q000012,blue keyboard,B0019018,1,1
Q000012,blue keyboard,B0003573,0,0
Q000012,blue keyboard,B0018739,0,0
Q000012,blue keyboard,B0019627,0,0
Q000012,blue keyboard,B0009560,0,0
Q000012,blue keyboard,B0002811,0,0
Q000012,blue keyboard,B0007963,0,0
Q000012,blue keyboard,B0018646,0,0
Q000012,blue keyboard,B0011224,0,0
Q000012,blue keyboard,B0013280,0,0
Q000012,blue keyboard,B0001946,0,0
Q000012,blue keyboard,B0016789,0,0
Q000012,blue keyboard,B0013226,0,0
Q000012,blue keyboard,B0015068,0,0
Q000012,blue keyboard,B0011423,0,0
Q000012,blue keyboard,B0006704,0,0
Q000012,blue keyboard,B0014306,0,0
Q000012,blue keyboard,B0006018,0,0
Q000012,blue keyboard,B0004070,0,0
Q000012,blue keyboard,B0000767,0,0
Q000012,blue keyboard,B0017047,0,0
Q000012,blue keyboard,B0016427,0,0
Q000012,blue keyboard,B0015122,0,0
Q000012,blue keyboard,B0000954,1,1
Q000013,logitech accessories,B0013584,0,0
Q000013,logitech accessories,B0003008,0,0
Q000013,logitech accessories,B0015952,0,0
Q000013,logitech accessories,B0001568,0,0
Q000013,logitech accessories,B0015247,0,0
Q000013,logitech accessories,B0019189,0,0
Q000013,logitech accessories,B0003542,0,0
Q000013,logitech accessories,B0016039,0,0
Q000013,logitech accessories,B0006178,0,0
Q000013,logitech accessories,B0010083,0,0
Q000013,logitech accessories,B0015919,0,0
Q000013,logitech accessories,B0012691,0,0
Q000013,logitech accessories,B0004272,0,0
Q000013,logitech accessories,B0008100,1,1
Q000013,logitech accessories,B0019403,0,0
Q000013,logitech accessories,B0010323,0,0
Q000013,logitech accessories,B0019121,0,0
Q000013,logitech accessories,B0009784,0,0
Q000013,logitech accessories,B0019770,0,0
Q000013,logitech accessories,B0006182,0,0
Q000013,logitech accessories,B0018014,0,0
Q000013,logitech accessories,B0009007,0,0
Q000013,logitech accessories,B0001832,0,0
Q000013,logitech accessories,B0010871,0,0
Q000013,logitech accessories,B0003562,0,0
Q000013,logitech accessories,B0012544,0,0
Q000013,logitech accessories,B0017714,0,0
Q000013,logitech accessories,B0010152,0,0
Q000013,logitech accessories,B0006943,0,0
Q000013,logitech accessories,B0009838,0,0
Q000013,logitech accessories,B0016272,0,0
Q000013,logitech accessories,B0012828,0,0
Q000013,logitech accessories,B0013498,2,1
Q000013,logitech accessories,B0005291,0,0
Q000013,logitech accessories,B0017632,0,0
Q000013,logitech accessories,B0018180,0,0
Q000013,logitech accessories,B0015386,0,0
Q000013,logitech accessories,B0003045,0,0
Q000013,logitech accessories,B0010222,2,1
Q000013,logitech accessories,B0003877,0,0
Q000013,logitech accessories,B0018300,0,0
Q000014,portable organizer,B0005119,0,0
Q000014,portable organizer,B0013816,0,0
Q000014,portable organizer,B0012484,0,0
Q000014,portable organizer,B0002853,0,0
Q000014,portable organizer,B0014291,0,0
Q000014,portable organizer,B0017554,0,0
Q000014,portable organizer,B0013370,0,0
Q000014,portable organizer,B0009310,0,0
Q000014,portable organizer,B0006508,0,0
Q000014,portable organizer,B0001059,0,0
Q000014,portable organizer,B0000765,2,1
Q000014,portable organizer,B0011272,0,0
Q000014,portable organizer,B0008647,2,1
Q000014,portable organizer,B0004393,0,0
Q000014,portable organizer,B0007361,0,0
Q000014,portable organizer,B0007134,1,1
Q000014,portable organizer,B0006609,2,1
Q000014,portable organizer,B0012335,0,0
Q000014,portable organizer,B0014422,0,0
Q000014,portable organizer,B0011552,0,0
Q000014,portable organizer,B0008160,0,0
Q000014,portable organizer,B0015086,0,0
Q000014,portable organizer,B0019566,0,0
Q000014,portable organizer,B0015871,0,0
Q000014,portable organizer,B0003570,0,0
Q000014,portable organizer,B0011238,0,0
Q000014,portable organizer,B0007511,0,0
Q000014,portable organizer,B0013361,0,0
Q000014,portable organizer,B0005692,0,0
Q000014,portable organizer,B0019247,1,1
Q000014,portable organizer,B0001428,0,0
Q000014,portable organizer,B0015933,0,0
Q000014,portable organizer,B0014902,1,1
Q000014,portable organizer,B0006637,0,0
Q000014,portable organizer,B0000207,0,0
Q000014,portable organizer,B0011514,0,0
Q000014,portable organizer,B0006044,0,0
Q000014,portable organizer,B0005354,2,1
Q000014,portable organizer,B0002410,0,0
Q000014,portable organizer,B0014056,0,0
Q000014,portable organizer,B0017977,0,0
Q000014,portable organizer,B0018977,0,0
Q000015,blue case,B0004427,0,0
Q000015,blue case,B0014744,0,0
Q000015,blue case,B0015108,0,0
Q000015,blue case,B0018585,0,0
Q000015,blue case,B0011089,0,0
Q000015,blue case,B0012613,0,0
Q000015,blue case,B0007434,0,0
Q000015,blue case,B0010430,0,0
Q000015,blue case,B0008984,0,0
Q000015,blue case,B0013794,0,0
Q000015,blue case,B0013077,0,0
Q000015,blue case,B0008624,1,1
Q000015,blue case,B0000297,0,0
Q000015,blue case,B0008347,0,0
Q000015,blue case,B0010181,0,0
Q000015,blue case,B0006366,1,1
Q000015,blue case,B0004315,0,0
Q000015,blue case,B0006958,0,0
Q000015,blue case,B0016025,0,0
Q000015,blue case,B0005503,1,1
Q000015,blue case,B0008354,0,0
Q000015,blue case,B0012026,0,0
Q000015,blue case,B0014898,0,0
Q000015,blue case,B0008967,0,0
Q000015,blue case,B0019115,0,0
Q000015,blue case,B0008627,0,0
Q000015,blue case,B0019404,0,0
Q000015,blue case,B0004356,0,0
Q000015,blue case,B0000226,0,0
Q000015,blue case,B0004412,1,1
Q000015,blue case,B0013115,0,0
Q000015,blue case,B0003548,0,0
Q000015,blue case,B0009679,0,0
Q000015,blue case,B0008564,0,0
Q000015,blue case,B0017326,0,0
Q000015,blue case,B0003244,0,0
Q000015,blue case,B0011906,0,0
Q000015,blue case,B0002414,0,0
Q000016,sony accessories,B0001210,0,0
Q000016,sony accessories,B0007554,0,0
Q000016,sony accessories,B0014305,0,0
Q000016,sony accessories,B0011586,0,0
Q000016,sony accessories,B0008426,0,0
Q000016,sony accessories,B0004112,0,0
Q000016,sony accessories,B0002774,2,1
Q000016,sony accessories,B0015994,0,0
Q000016,sony accessories,B0009029,0,0
Q000016,sony accessories,B0016177,2,1
Q000016,sony accessories,B0001047,0,0
Q000016,sony accessories,B0001432,0,0
Q000016,sony accessories,B0009203,1,1
Q000016,sony accessories,B0013693,0,0
Q000016,sony accessories,B0005983,0,0
Q000016,sony accessories,B0008957,0,0
Q000016,sony accessories,B0007688,0,0
Q000016,sony accessories,B0006086,0,0
Q000016,sony accessories,B0019084,0,0
Q000016,sony accessories,B0016222,0,0
Q000016,sony accessories,B0016527,0,0
Q000016,sony accessories,B0016071,0,0
Q000016,sony accessories,B0015435,0,0
Q000016,sony accessories,B0018723,0,0
Q000016,sony accessories,B0006145,0,0
Q000016,sony accessories,B0019182,0,0
Q000016,sony accessories,B0004033,0,0
Q000016,sony accessories,B0005646,1,1
Q000016,sony accessories,B0015210,0,0
Q000016,sony accessories,B0004383,0,0
Q000016,sony accessories,B0018562,0,0
Q000016,sony accessories,B0019092,0,0
Q000016,sony accessories,B0017050,0,0
Q000016,sony accessories,B0008115,0,0
Q000016,sony accessories,B0007380,0,0
Q000016,sony accessories,B0012911,0,0
Q000016,sony accessories,B0003422,0,0
Q000016,sony accessories,B0010465,0,0
Q000016,sony accessories,B0013913,0,0
Q000016,sony accessories,B0015102,0,0
Q000016,sony accessories,B0007257,0,0
Q000016,sony accessories,B0019725,0,0
Q000016,sony accessories,B0015004,0,0
