query_id,Q0,doc_id,rank,score,run_id
Q000000,Q0,B0014626,55,0.8667322397232056,BiEncoder
Q000000,Q0,B0005435,56,0.8710989952087402,BiEncoder
Q000000,Q0,B0010988,57,0.8710991144180298,BiEncoder
Q000000,Q0,B0002964,58,0.8724897503852844,BiEncoder
Q000000,Q0,B0003154,59,0.8724897503852844,BiEncoder
Q000000,Q0,B0004554,60,0.8724897503852844,BiEncoder
Q000000,Q0,B0013517,61,0.8724897503852844,BiEncoder
Q000000,Q0,B0018652,62,0.8724897503852844,BiEncoder
Q000000,Q0,B0006222,63,0.8724898099899292,BiEncoder
Q000000,Q0,B0010427,64,0.8737291693687439,BiEncoder
Q000000,Q0,B0014317,65,0.8831319808959961,BiEncoder
Q000000,Q0,B0009106,66,0.8877483606338501,BiEncoder
Q000000,Q0,B0013822,67,0.8877485394477844,BiEncoder
Q000000,Q0,B0012763,68,0.8882397413253784,BiEncoder
Q000000,Q0,B0014792,69,0.8891352415084839,BiEncoder
Q000000,Q0,B0002137,70,0.8897252082824707,BiEncoder
Q000000,Q0,B0000197,71,0.8921299576759338,BiEncoder
Q000000,Q0,B0003881,72,0.8921299576759338,BiEncoder
Q000000,Q0,B0005003,73,0.8921299576759338,BiEncoder
Q000000,Q0,B0006755,74,0.8921299576759338,BiEncoder
Q000000,Q0,B0011257,75,0.8921299576759338,BiEncoder
Q000000,Q0,B0015016,76,0.8921299576759338,BiEncoder
Q000000,Q0,B0016865,77,0.8921299576759338,BiEncoder
Q000000,Q0,B0017921,78,0.8921299576759338,BiEncoder
Q000000,Q0,B0018557,79,0.8921299576759338,BiEncoder
Q000000,Q0,B0009290,80,0.8935703635215759,BiEncoder
Q000000,Q0,B0017217,81,0.8935704827308655,BiEncoder
Q000000,Q0,B0018626,82,0.8935704827308655,BiEncoder
Q000000,Q0,B0017137,83,0.8963771462440491,BiEncoder
Q000000,Q0,B0011058,84,0.8992763757705688,BiEncoder
Q000000,Q0,B0007846,85,0.8999470472335815,BiEncoder
Q000000,Q0,B0002897,86,0.9001712799072266,BiEncoder
Q000000,Q0,B0000154,87,0.9004088044166565,BiEncoder
Q000000,Q0,B0002759,88,0.9010334610939026,BiEncoder
Q000000,Q0,B0001825,89,0.9022122621536255,BiEncoder
Q000000,Q0,B0010076,90,0.9022122621536255,BiEncoder
Q000000,Q0,B0000833,91,0.9022123217582703,BiEncoder
Q000000,Q0,B0007442,92,0.9022123217582703,BiEncoder
Q000000,Q0,B0010280,93,0.9022123217582703,BiEncoder
Q000000,Q0,B0010468,94,0.9022123217582703,BiEncoder
Q000000,Q0,B0000679,95,0.9064120054244995,BiEncoder
Q000000,Q0,B0016782,96,0.9064120054244995,BiEncoder
Q000000,Q0,B0017537,97,0.9064120054244995,BiEncoder
Q000000,Q0,B0012418,98,0.9064121246337891,BiEncoder
Q000000,Q0,B0013386,99,0.9076029062271118,BiEncoder
Q000000,Q0,B0013397,100,0.9076029062271118,BiEncoder
Q000001,Q0,B0012978,1,0.43071678280830383,BiEncoder
Q000001,Q0,B0009653,2,0.4307168126106262,BiEncoder
Q000001,Q0,B0016166,3,0.4307168126106262,BiEncoder
Q000001,Q0,B0014541,4,0.4353230595588684,BiEncoder
Q000001,Q0,B0000823,5,0.4353231191635132,BiEncoder
Q000001,Q0,B0005821,6,0.4353231191635132,BiEncoder
Q000001,Q0,B0006576,7,0.4353231191635132,BiEncoder
Q000001,Q0,B0013345,8,0.4353231191635132,BiEncoder
Q000001,Q0,B0016887,9,0.4353231191635132,BiEncoder
Q000001,Q0,B0014947,10,0.46340781450271606,BiEncoder
Q000001,Q0,B0008159,11,0.4735270142555237,BiEncoder
Q000001,Q0,B0010608,12,0.4735270142555237,BiEncoder
Q000001,Q0,B0000373,13,0.4879437983036041,BiEncoder
Q000001,Q0,B0015705,14,0.4879437983036041,BiEncoder
Q000001,Q0,B0018837,15,0.4879437983036041,BiEncoder
Q000001,Q0,B0016801,16,0.4935443103313446,BiEncoder
Q000001,Q0,B0009631,17,0.49477505683898926,BiEncoder
Q000001,Q0,B0007871,18,0.5134716033935547,BiEncoder
Q000001,Q0,B0008568,19,0.5134716033935547,BiEncoder
Q000001,Q0,B0012430,20,0.5134716033935547,BiEncoder
Q000001,Q0,B0003401,21,0.5135905146598816,BiEncoder
Q000001,Q0,B0019899,22,0.5142157077789307,BiEncoder
Q000001,Q0,B0009711,23,0.5182976722717285,BiEncoder
Q000001,Q0,B0005757,24,0.5199693441390991,BiEncoder
Q000001,Q0,B0008961,25,0.5199693441390991,BiEncoder
Q000001,Q0,B0012147,26,0.5199693441390991,BiEncoder
Q000001,Q0,B0013026,27,0.5199693441390991,BiEncoder
Q000001,Q0,B0016646,28,0.5199693441390991,BiEncoder
Q000001,Q0,B0017035,29,0.5199693441390991,BiEncoder
Q000001,Q0,B0012452,30,0.5199694037437439,BiEncoder
Q000001,Q0,B0012399,31,0.5223214626312256,BiEncoder
Q000001,Q0,B0012633,32,0.523127555847168,BiEncoder
Q000001,Q0,B0002201,33,0.5233471393585205,BiEncoder
Q000001,Q0,B0001654,34,0.5345375537872314,BiEncoder
Q000001,Q0,B0003124,35,0.5350408554077148,BiEncoder
Q000001,Q0,B0013814,36,0.5350408554077148,BiEncoder
Q000001,Q0,B0002670,37,0.5394933819770813,BiEncoder
Q000001,Q0,B0006548,38,0.5546520352363586,BiEncoder
Q000001,Q0,B0006293,39,0.555881142616272,BiEncoder
Q000001,Q0,B0014820,40,0.555881142616272,BiEncoder
Q000001,Q0,B0009804,41,0.5651774406433105,BiEncoder
Q000001,Q0,B0019735,42,0.5659688115119934,BiEncoder
Q000001,Q0,B0013830,43,0.5659688711166382,BiEncoder
Q000001,Q0,B0007694,44,0.5695850849151611,BiEncoder
Q000001,Q0,B0010609,45,0.5750337243080139,BiEncoder
Q000001,Q0,B0006103,46,0.5767062902450562,BiEncoder
Q000001,Q0,B0004208,47,0.5865340828895569,BiEncoder
Q000001,Q0,B0000150,48,0.5903347730636597,BiEncoder
Q000001,Q0,B0003207,49,0.5903348922729492,BiEncoder
Q000001,Q0,B0013504,50,0.5903348922729492,BiEncoder
Q000001,Q0,B0008406,51,0.5986734628677368,BiEncoder
Q000001,Q0,B0011209,52,0.6010853052139282,BiEncoder
Q000001,Q0,B0017215,53,0.6039806604385376,BiEncoder
Q000001,Q0,B0019238,54,0.6039806604385376,BiEncoder
Q000001,Q0,B0004780,55,0.6168022155761719,BiEncoder
Q000001,Q0,B0012287,56,0.6193387508392334,BiEncoder
Q000001,Q0,B0007952,57,0.6207824349403381,BiEncoder
Q000001,Q0,B0018825,58,0.6208614110946655,BiEncoder
Q000001,Q0,B0005394,59,0.6219050884246826,BiEncoder
Q000001,Q0,B0008911,60,0.6219050884246826,BiEncoder
Q000001,Q0,B0011717,61,0.6219050884246826,BiEncoder
Q000001,Q0,B0001860,62,0.6252009272575378,BiEncoder
Q000001,Q0,B0019374,63,0.6252009272575378,BiEncoder
Q000001,Q0,B0007597,64,0.6335601806640625,BiEncoder
Q000001,Q0,B0000225,65,0.660472571849823,BiEncoder
Q000001,Q0,B0004056,66,0.660472571849823,BiEncoder
Q000001,Q0,B0004797,67,0.7280268669128418,BiEncoder
Q000001,Q0,B0007112,68,0.7280268669128418,BiEncoder
Q000001,Q0,B0011966,69,0.7280268669128418,BiEncoder
Q000001,Q0,B0012944,70,0.7280268669128418,BiEncoder
Q000001,Q0,B0000235,71,0.7514792680740356,BiEncoder
Q000001,Q0,B0001131,72,0.7514792680740356,BiEncoder
Q000001,Q0,B0012990,73,0.7514792680740356,BiEncoder
Q000001,Q0,B0013226,74,0.7514792680740356,BiEncoder
Q000001,Q0,B0013541,75,0.7514792680740356,BiEncoder
Q000001,Q0,B0016707,76,0.7514792680740356,BiEncoder
Q000001,Q0,B0014422,77,0.776171088218689,BiEncoder
Q000001,Q0,B0000470,78,0.7887096405029297,BiEncoder
Q000001,Q0,B0004410,79,0.7917892932891846,BiEncoder
Q000001,Q0,B0019630,80,0.7955864667892456,BiEncoder
Q000001,Q0,B0017293,81,0.7955867052078247,BiEncoder
Q000001,Q0,B0003433,82,0.8030413389205933,BiEncoder
Q000001,Q0,B0009409,83,0.8126448392868042,BiEncoder
Q000001,Q0,B0008289,84,0.8183960914611816,BiEncoder
Q000001,Q0,B0000194,85,0.8206092119216919,BiEncoder
Q000001,Q0,B0001753,86,0.8206092119216919,BiEncoder
Q000001,Q0,B0002351,87,0.8206093907356262,BiEncoder
Q000001,Q0,B0010651,88,0.8206093907356262,BiEncoder
Q000001,Q0,B0001823,89,0.8219176530838013,BiEncoder
Q000001,Q0,B0016625,90,0.8262522220611572,BiEncoder
Q000001,Q0,B0006848,91,0.8300410509109497,BiEncoder
Q000001,Q0,B0002259,92,0.8360646963119507,BiEncoder
Q000001,Q0,B0002431,93,0.8360646963119507,BiEncoder
Q000001,Q0,B0009814,94,0.8360646963119507,BiEncoder
Q000001,Q0,B0011551,95,0.8360646963119507,BiEncoder
Q000001,Q0,B0004854,96,0.8391250371932983,BiEncoder
Q000001,Q0,B0010028,97,0.8414291143417358,BiEncoder
Q000001,Q0,B0010872,98,0.8414291143417358,BiEncoder
Q000001,Q0,B0013910,99,0.8414291143417358,BiEncoder
Q000001,Q0,B0015565,100,0.8414291143417358,BiEncoder
Q000002,Q0,B0011939,1,0.5532046556472778,BiEncoder
Q000002,Q0,B0016068,2,0.5580337643623352,BiEncoder
Q000002,Q0,B0001148,3,0.6074306964874268,BiEncoder
Q000002,Q0,B0009057,4,0.6372028589248657,BiEncoder
Q000002,Q0,B0008250,5,0.6411077976226807,BiEncoder
Q000002,Q0,B0001332,6,0.6783578395843506,BiEncoder
Q000002,Q0,B0012690,7,0.6783578395843506,BiEncoder
Q000002,Q0,B0009845,8,0.6900498867034912,BiEncoder
Q000002,Q0,B0006098,9,0.7026251554489136,BiEncoder
Q000002,Q0,B0003838,10,0.7250660061836243,BiEncoder
Q000002,Q0,B0006932,11,0.7324981093406677,BiEncoder
Q000002,Q0,B0007217,12,0.7324981093406677,BiEncoder
Q000002,Q0,B0002705,13,0.7720635533332825,BiEncoder
Q000002,Q0,B0014499,14,0.8167728781700134,BiEncoder
Q000002,Q0,B0007862,15,0.8168864846229553,BiEncoder
Q000002,Q0,B0016286,16,0.8318639993667603,BiEncoder
Q000002,Q0,B0014822,17,0.8376545906066895,BiEncoder
Q000002,Q0,B0013177,18,0.8435962796211243,BiEncoder
Q000002,Q0,B0003513,19,0.8447815775871277,BiEncoder
Q000002,Q0,B0014271,20,0.8489114046096802,BiEncoder
Q000002,Q0,B0011856,21,0.8499935865402222,BiEncoder
Q000002,Q0,B0006732,22,0.8536509275436401,BiEncoder
Q000002,Q0,B0007837,23,0.8536509275436401,BiEncoder
Q000002,Q0,B0014477,24,0.8536509275436401,BiEncoder
Q000002,Q0,B0016734,25,0.8680030703544617,BiEncoder
Q000002,Q0,B0004451,26,0.868251621723175,BiEncoder
Q000002,Q0,B0000775,27,0.8723745942115784,BiEncoder
Q000002,Q0,B0004002,28,0.8723745942115784,BiEncoder
Q000002,Q0,B0016048,29,0.874961256980896,BiEncoder
Q000002,Q0,B0018809,30,0.876631498336792,BiEncoder
Q000002,Q0,B0007463,31,0.8771429061889648,BiEncoder
Q000002,Q0,B0013613,32,0.8781102895736694,BiEncoder
Q000002,Q0,B0011493,33,0.8843919038772583,BiEncoder
Q000002,Q0,B0013298,34,0.8873754143714905,BiEncoder
Q000002,Q0,B0017389,35,0.8883890509605408,BiEncoder
Q000002,Q0,B0005834,36,0.889409601688385,BiEncoder
Q000002,Q0,B0003222,37,0.8896717429161072,BiEncoder
Q000002,Q0,B0014205,38,0.8896717429161072,BiEncoder
Q000002,Q0,B0016820,39,0.8896717429161072,BiEncoder
Q000002,Q0,B0002487,40,0.8896718621253967,BiEncoder
Q000002,Q0,B0002026,41,0.8929686546325684,BiEncoder
Q000002,Q0,B0002936,42,0.8943841457366943,BiEncoder
Q000002,Q0,B0009669,43,0.8943842649459839,BiEncoder
Q000002,Q0,B0010047,44,0.8943842649459839,BiEncoder
Q000002,Q0,B0006035,45,0.8982223272323608,BiEncoder
Q000002,Q0,B0010825,46,0.899328887462616,BiEncoder
Q000002,Q0,B0013049,47,0.9014618396759033,BiEncoder
Q000002,Q0,B0002887,48,0.902194619178772,BiEncoder
Q000002,Q0,B0014946,49,0.9023631811141968,BiEncoder
Q000002,Q0,B0006430,50,0.9026190638542175,BiEncoder
Q000002,Q0,B0010327,51,0.9066076278686523,BiEncoder
Q000002,Q0,B0011136,52,0.9066076278686523,BiEncoder
Q000002,Q0,B0011452,53,0.9128406643867493,BiEncoder
Q000002,Q0,B0015322,54,0.9130563735961914,BiEncoder
Q000002,Q0,B0018005,55,0.9184566736221313,BiEncoder
Q000002,Q0,B0003183,56,0.9216414093971252,BiEncoder
Q000002,Q0,B0005605,57,0.9216414093971252,BiEncoder
Q000002,Q0,B0014731,58,0.9243089556694031,BiEncoder
Q000002,Q0,B0006076,59,0.9252766370773315,BiEncoder
Q000002,Q0,B0003057,60,0.9259747862815857,BiEncoder
Q000002,Q0,B0009113,61,0.9259748458862305,BiEncoder
Q000002,Q0,B0010723,62,0.9279277920722961,BiEncoder
Q000002,Q0,B0013813,63,0.9297101497650146,BiEncoder
Q000002,Q0,B0010730,64,0.9304909706115723,BiEncoder
Q000002,Q0,B0006372,65,0.9356833100318909,BiEncoder
Q000002,Q0,B0012347,66,0.9356833100318909,BiEncoder
Q000002,Q0,B0017347,67,0.9366015195846558,BiEncoder
Q000002,Q0,B0005139,68,0.9377503395080566,BiEncoder
Q000002,Q0,B0014587,69,0.9397190809249878,BiEncoder
Q000002,Q0,B0015778,70,0.9397192001342773,BiEncoder
Q000002,Q0,B0013594,71,0.9428883790969849,BiEncoder
Q000002,Q0,B0001966,72,0.9431648254394531,BiEncoder
Q000002,Q0,B0010724,73,0.9431648254394531,BiEncoder
Q000002,Q0,B0009247,74,0.9432528018951416,BiEncoder
Q000002,Q0,B0014456,75,0.9432528018951416,BiEncoder
Q000002,Q0,B0008425,76,0.9434916377067566,BiEncoder
Q000002,Q0,B0001483,77,0.9451131820678711,BiEncoder
Q000002,Q0,B0003466,78,0.9451131820678711,BiEncoder
Q000002,Q0,B0014476,79,0.9489694237709045,BiEncoder
Q000002,Q0,B0019722,80,0.9541275501251221,BiEncoder
Q000002,Q0,B0012921,81,0.9559394121170044,BiEncoder
Q000002,Q0,B0007451,82,0.9564449787139893,BiEncoder
Q000002,Q0,B0005352,83,0.9574512839317322,BiEncoder
Q000002,Q0,B0012297,84,0.9574512839317322,BiEncoder
Q000002,Q0,B0013523,85,0.9574512839317322,BiEncoder
Q000002,Q0,B0017209,86,0.9574512839317322,BiEncoder
Q000002,Q0,B0008538,87,0.9602330923080444,BiEncoder
Q000002,Q0,B0017682,88,0.960233211517334,BiEncoder
Q000002,Q0,B0005511,89,0.9603831768035889,BiEncoder
Q000002,Q0,B0005018,90,0.9608618021011353,BiEncoder
Q000002,Q0,B0003408,91,0.9609495997428894,BiEncoder
Q000002,Q0,B0009766,92,0.960949718952179,BiEncoder
Q000002,Q0,B0007636,93,0.962770402431488,BiEncoder
Q000002,Q0,B0009302,94,0.9654750227928162,BiEncoder
Q000002,Q0,B0010407,95,0.9666615724563599,BiEncoder
Q000002,Q0,B0014494,96,0.9673500061035156,BiEncoder
Q000002,Q0,B0014439,97,0.9686747789382935,BiEncoder
Q000002,Q0,B0012365,98,0.9719918370246887,BiEncoder
Q000002,Q0,B0005735,99,0.9720485210418701,BiEncoder
Q000002,Q0,B0019363,100,0.9720485210418701,BiEncoder
Q000003,Q0,B0017317,1,0.5841782093048096,BiEncoder
Q000003,Q0,B0000941,2,0.5841783285140991,BiEncoder
Q000003,Q0,B0001336,3,0.5841783285140991,BiEncoder
Q000003,Q0,B0006130,4,0.6622378826141357,BiEncoder
Q000003,Q0,B0011510,5,0.6622378826141357,BiEncoder
Q000003,Q0,B0002216,6,0.6631181240081787,BiEncoder
Q000003,Q0,B0000714,7,0.6699458956718445,BiEncoder
Q000003,Q0,B0009309,8,0.6744285821914673,BiEncoder
Q000003,Q0,B0002781,9,0.6928541660308838,BiEncoder
Q000003,Q0,B0011831,10,0.710132896900177,BiEncoder
Q000003,Q0,B0005281,11,0.7101330161094666,BiEncoder
Q000003,Q0,B0009460,12,0.7101790904998779,BiEncoder
Q000003,Q0,B0001366,13,0.7131669521331787,BiEncoder
Q000003,Q0,B0001679,14,0.717870831489563,BiEncoder
Q000003,Q0,B0013166,15,0.717870831489563,BiEncoder
Q000003,Q0,B0013916,16,0.717870831489563,BiEncoder
Q000003,Q0,B0001516,17,0.7243254780769348,BiEncoder
Q000003,Q0,B0001216,18,0.728743851184845,BiEncoder
Q000003,Q0,B0001415,19,0.7308928966522217,BiEncoder
Q000003,Q0,B0010001,20,0.7308928966522217,BiEncoder
Q000003,Q0,B0016067,21,0.7325754761695862,BiEncoder
Q000003,Q0,B0002049,22,0.7344275712966919,BiEncoder
Q000003,Q0,B0002634,23,0.7344275712966919,BiEncoder
Q000003,Q0,B0016502,24,0.7344275712966919,BiEncoder
Q000003,Q0,B0006413,25,0.7444007396697998,BiEncoder
Q000003,Q0,B0018550,26,0.7444007396697998,BiEncoder
Q000003,Q0,B0013628,27,0.7458757162094116,BiEncoder
Q000003,Q0,B0014392,28,0.7458757162094116,BiEncoder
Q000003,Q0,B0002275,29,0.7619360089302063,BiEncoder
Q000003,Q0,B0004752,30,0.7619360089302063,BiEncoder
Q000003,Q0,B0001439,31,0.7702745199203491,BiEncoder
Q000003,Q0,B0004895,32,0.7702745199203491,BiEncoder
Q000003,Q0,B0009023,33,0.7702745199203491,BiEncoder
Q000003,Q0,B0005962,34,0.7720421552658081,BiEncoder
Q000003,Q0,B0019216,35,0.7720421552658081,BiEncoder
Q000003,Q0,B0000304,36,0.7735363245010376,BiEncoder
Q000003,Q0,B0004739,37,0.7758608460426331,BiEncoder
Q000003,Q0,B0016874,38,0.7758608460426331,BiEncoder
Q000003,Q0,B0011572,39,0.7794877886772156,BiEncoder
Q000003,Q0,B0019001,40,0.7794877886772156,BiEncoder
Q000003,Q0,B0002434,41,0.7794879674911499,BiEncoder
Q000003,Q0,B0003417,42,0.780016303062439,BiEncoder
Q000003,Q0,B0005746,43,0.780016303062439,BiEncoder
Q000003,Q0,B0014791,44,0.780016303062439,BiEncoder
Q000003,Q0,B0016450,45,0.780016303062439,BiEncoder
Q000003,Q0,B0019394,46,0.7880918979644775,BiEncoder
Q000003,Q0,B0011616,47,0.7885328531265259,BiEncoder
Q000003,Q0,B0003784,48,0.7891076803207397,BiEncoder
Q000003,Q0,B0015393,49,0.7949792742729187,BiEncoder
Q000003,Q0,B0000348,50,0.798467218875885,BiEncoder
Q000003,Q0,B0018589,51,0.798467218875885,BiEncoder
Q000003,Q0,B0002322,52,0.8058643341064453,BiEncoder
Q000003,Q0,B0000817,53,0.8083643913269043,BiEncoder
Q000003,Q0,B0012824,54,0.8108975291252136,BiEncoder
Q000003,Q0,B0016690,55,0.8108975291252136,BiEncoder
Q000003,Q0,B0017219,56,0.812304675579071,BiEncoder
Q000003,Q0,B0006999,57,0.8123048543930054,BiEncoder
Q000003,Q0,B0009774,58,0.8123048543930054,BiEncoder
Q000003,Q0,B0007027,59,0.8139954805374146,BiEncoder
Q000003,Q0,B0002762,60,0.8154734373092651,BiEncoder
Q000003,Q0,B0004446,61,0.8154734373092651,BiEncoder
Q000003,Q0,B0004914,62,0.8154734373092651,BiEncoder
Q000003,Q0,B0005535,63,0.8154734373092651,BiEncoder
Q000003,Q0,B0009947,64,0.8154734373092651,BiEncoder
Q000003,Q0,B0010306,65,0.8154734373092651,BiEncoder
Q000003,Q0,B0015064,66,0.8154734373092651,BiEncoder
Q000003,Q0,B0016325,67,0.8179330825805664,BiEncoder
Q000003,Q0,B0002842,68,0.8214764595031738,BiEncoder
Q000003,Q0,B0013851,69,0.8219484090805054,BiEncoder
Q000003,Q0,B0007064,70,0.8224840760231018,BiEncoder
Q000003,Q0,B0017985,71,0.8268946409225464,BiEncoder
Q000003,Q0,B0015844,72,0.8288623690605164,BiEncoder
Q000003,Q0,B0015408,73,0.8293266892433167,BiEncoder
Q000003,Q0,B0005511,74,0.8300538659095764,BiEncoder
Q000003,Q0,B0014487,75,0.8368188142776489,BiEncoder
Q000003,Q0,B0011371,76,0.838915228843689,BiEncoder
Q000003,Q0,B0016953,77,0.838915228843689,BiEncoder
Q000003,Q0,B0004425,78,0.8393651843070984,BiEncoder
Q000003,Q0,B0008976,79,0.8415064811706543,BiEncoder
Q000003,Q0,B0006234,80,0.8487743139266968,BiEncoder
Q000003,Q0,B0007129,81,0.8487743735313416,BiEncoder
Q000003,Q0,B0008260,82,0.8487743735313416,BiEncoder
Q000003,Q0,B0006184,83,0.853718638420105,BiEncoder
Q000003,Q0,B0007219,84,0.853718638420105,BiEncoder
Q000003,Q0,B0010116,85,0.853718638420105,BiEncoder
Q000003,Q0,B0005515,86,0.8551537990570068,BiEncoder
Q000003,Q0,B0006914,87,0.8551537990570068,BiEncoder
Q000003,Q0,B0010791,88,0.8551537990570068,BiEncoder
Q000003,Q0,B0018075,89,0.8551538586616516,BiEncoder
Q000003,Q0,B0001553,90,0.8590813875198364,BiEncoder
Q000003,Q0,B0018802,91,0.8592460751533508,BiEncoder
Q000003,Q0,B0003437,92,0.8625712990760803,BiEncoder
Q000003,Q0,B0017567,93,0.8625712990760803,BiEncoder
Q000003,Q0,B0003079,94,0.8660486936569214,BiEncoder
Q000003,Q0,B0001833,95,0.8673719167709351,BiEncoder
Q000003,Q0,B0005829,96,0.8673719167709351,BiEncoder
Q000003,Q0,B0007865,97,0.8673719167709351,BiEncoder
Q000003,Q0,B0014247,98,0.8673719167709351,BiEncoder
Q000003,Q0,B0006773,99,0.8673721551895142,BiEncoder
Q000003,Q0,B0014190,100,0.8673721551895142,BiEncoder
Q000004,Q0,B0016165,1,0.4824315011501312,BiEncoder
Q000004,Q0,B0010530,2,0.4824315905570984,BiEncoder
Q000004,Q0,B0010571,3,0.4824315905570984,BiEncoder
Q000004,Q0,B0013706,4,0.4824315905570984,BiEncoder
Q000004,Q0,B0009240,5,0.5054037570953369,BiEncoder
Q000004,Q0,B0010286,6,0.5054037570953369,BiEncoder
Q000004,Q0,B0014381,7,0.5054037570953369,BiEncoder
Q000004,Q0,B0014873,8,0.5054037570953369,BiEncoder
Q000004,Q0,B0015520,9,0.5054037570953369,BiEncoder
Q000004,Q0,B0005539,10,0.5329537391662598,BiEncoder
Q000004,Q0,B0008890,11,0.5329537391662598,BiEncoder
Q000004,Q0,B0011836,12,0.5329537391662598,BiEncoder
Q000004,Q0,B0012075,13,0.5329537391662598,BiEncoder
Q000004,Q0,B0017553,14,0.5329537391662598,BiEncoder
Q000004,Q0,B0010998,15,0.5418207049369812,BiEncoder
Q000004,Q0,B0006934,16,0.543291449546814,BiEncoder
Q000004,Q0,B0015353,17,0.543291449546814,BiEncoder
Q000004,Q0,B0019005,18,0.543291449546814,BiEncoder
Q000004,Q0,B0002345,19,0.5458928942680359,BiEncoder
Q000004,Q0,B0012586,20,0.5708857774734497,BiEncoder
Q000004,Q0,B0004229,21,0.5738046169281006,BiEncoder
Q000004,Q0,B0019978,22,0.5828213691711426,BiEncoder
Q000004,Q0,B0000045,23,0.5848494172096252,BiEncoder
Q000004,Q0,B0014109,24,0.5848494172096252,BiEncoder
Q000004,Q0,B0015525,25,0.5848495364189148,BiEncoder
Q000004,Q0,B0014503,26,0.5968648195266724,BiEncoder
Q000004,Q0,B0015770,27,0.5968648195266724,BiEncoder
Q000004,Q0,B0018781,28,0.6057167053222656,BiEncoder
Q000004,Q0,B0007136,29,0.6431434750556946,BiEncoder
Q000004,Q0,B0006995,30,0.6431435346603394,BiEncoder
Q000004,Q0,B0000572,31,0.6481264233589172,BiEncoder
Q000004,Q0,B0012936,32,0.6481264233589172,BiEncoder
Q000004,Q0,B0016237,33,0.6481265425682068,BiEncoder
Q000004,Q0,B0000511,34,0.6488966345787048,BiEncoder
Q000004,Q0,B0011687,35,0.6488966345787048,BiEncoder
Q000004,Q0,B0016105,36,0.6488966345787048,BiEncoder
Q000004,Q0,B0017860,37,0.6488966345787048,BiEncoder
